rhoL,uL,TL,rhoR,uR,TR,s1,s2,s3,type
0.9241306,-1.186294,1.364297,0.1849795,0.4516388,1.362135,-0.6815214,-0.2156655,-0.7014102,2
1.485805,0.6517105,1.209072,1.305177,0.3789943,1.407242,1.702924,0.4182409,-2.437292,2
1.593577,0.5604239,1.164225,1.691053,1.024732,1.337916,-0.0234049,-0.2123729,-0.4385755,2
0.3707305,0.1146411,0.8983773,0.2259768,-0.2855166,1.213032,0.1560438,-0.3788107,-0.2036652,2
1.199146,-0.07665077,1.279622,0.2590856,0.4668178,1.355723,-1.168781,0.9989786,-1.390375,2
1.552748,0.710154,0.9010189,0.6537367,0.5921391,1.026403,-0.3297488,-0.2498648,-0.3848939,2
0.2345421,-0.9952987,1.241972,1.037192,0.2371054,0.557296,-0.2667355,-0.262406,-0.8211493,2
0.2172161,-0.1458514,1.405952,1.02905,0.8104736,1.210073,-0.7150728,-0.3700332,-0.8900242,2
0.4777474,-0.8602535,1.063916,0.3394972,-0.2443887,1.393591,0.9377104,0.2284856,-7.934536,2
0.3484446,-0.5714657,0.7326001,0.3251458,0.1402604,0.3205684,-4.109905,-0.09987365,-0.4575454,2
1.902534,-0.1115689,0.8584352,0.8002962,0.6164525,0.9626821,-0.8388516,-0.1267074,-1.170313,2
0.7965799,-1.294383,1.115073,1.928497,-0.234191,0.3085082,0.05213991,0.1695344,-0.03926992,2
0.9774668,0.4497008,0.3848588,0.220855,0.7714238,0.7117252,0.01000883,0.05510712,0.2186752,2
0.8025645,0.9854295,1.221536,0.4483282,1.190266,1.028305,-0.9992624,-2.547135,-1.025359,2
0.3467464,-0.147198,0.6851447,0.4948618,0.02885508,0.6208606,-0.3574233,-0.2529619,-0.778526,2
0.4756925,0.09631787,0.6311899,1.766598,0.2006049,0.4892441,-0.2692342,-0.2066693,-0.5136191,2
0.6005498,-0.7147636,0.7602064,0.7004156,0.07853397,1.273414,-5.87204,0.4365167,-1.663912,2
1.810193,0.01975493,0.552112,0.4055754,0.3220299,1.01294,-0.3046227,-0.6299875,-0.488506,2
1.543156,0.6917693,0.7840495,0.9963057,1.020651,1.267015,0.2494422,7.676812,-0.840462,2
1.475223,-1.102528,1.195185,1.599356,-1.092746,1.27802,-1.694874,-3.010489,-1.086594,2
1.133237,-1.166867,1.0177,0.5617028,0.8546216,1.145897,0.2759232,0.02290106,0.4692884,2
1.725558,-0.2920487,0.9556882,1.488779,0.4872344,1.212058,1.171379,-0.4099563,-1.26211,2
0.3041255,-0.7637398,1.224767,1.339837,0.0436285,1.063193,-0.9753017,0.5877726,-1.208281,2
1.899152,-0.5892189,1.392342,1.399207,1.14651,0.9865583,-3.859972,0.04523618,-2.122501,2
1.560566,-0.4439814,1.241517,1.68646,0.2073605,1.370979,-4.087488,-0.4017057,-1.902412,2
1.273811,-0.9128687,1.311249,1.71826,1.513769,1.394316,0.7663171,-0.05761912,0.4003208,2
0.9824281,-0.8776762,1.236979,0.7018029,-1.254801,1.203194,-1.504099,31.21519,-2.075184,2
0.7579327,-0.2321057,1.229384,1.506759,1.175449,1.249476,-0.08984986,-0.1424354,-0.183217,2
0.0654712,-1.254435,1.37049,0.2536257,0.05407161,0.5924467,-0.385619,-0.1953672,-0.2801936,2
0.4721437,0.5129253,1.338675,1.339518,0.1457472,0.8900462,-0.3139824,-1.286026,-2.133603,2
0.7174554,0.09178214,0.7925335,0.5956978,0.5431049,1.30585,2.761037,-0.5041353,-1.145825,2
1.659114,-0.3487306,1.211048,0.7398918,0.2850578,1.392731,-0.8163387,-0.5082421,-1.251675,2
1.267977,-0.5768627,1.360749,1.447804,0.2196638,0.6684922,4.424599,-0.1989881,-1.257128,2
0.7660274,-0.2009645,0.5775047,0.8390051,0.6791995,0.9112088,-2.753575,-0.2016338,-0.5779126,2
1.702408,-0.3989321,0.7817415,1.169045,0.4877171,1.335703,0.8802244,-0.2454305,-1.523148,2
1.108743,0.5848265,1.30025,0.9210713,1.143436,1.220006,-3.106546,1.407395,-3.636498,2
1.273566,-0.8974594,0.9308384,0.9642154,0.101996,0.8115239,0.4300644,-0.07528616,0.002702962,2
1.848037,-0.09842038,1.292554,0.5474629,1.554845,1.369545,-1.451055,0.7518172,-2.010409,2
0.1564827,-0.2561892,1.335297,0.3342097,-0.7378726,0.9270533,0.05286495,0.2993777,0.876669,2
1.345565,0.01844851,0.879777,1.064222,0.6217669,0.8751179,-1.610113,-0.05901666,-2.651078,2
1.29077,0.5294715,0.7570702,0.7912343,0.5987334,0.7276606,-0.5413511,-0.9567558,-0.6188525,2
1.950968,-0.4562367,0.5123375,1.733986,-0.3801986,0.7679864,2.179363,1.669788,-0.9271335,2
1.788795,-0.8907673,1.331728,0.5628025,0.6919574,1.172167,-1.028454,-0.309385,-1.039516,2
1.328633,-0.244463,0.9823703,1.901787,0.5586008,0.8126875,0.2991806,-0.2251637,4.276293,2
1.321052,-0.8609572,0.7363458,1.583541,0.9354823,1.060096,-2.852203,-0.002846115,-0.9031733,2
0.1733437,-0.9658042,1.235288,0.3640252,0.9068047,0.7842609,0.4335722,0.003404477,-13.329,2
1.625804,-1.01606,1.092228,0.6883118,0.6814242,0.7223833,-0.746771,-0.05081078,-0.5593021,2
0.8114883,-1.113771,1.223794,1.153203,0.1290321,0.5733451,0.4153619,-0.1366408,-0.4953311,2
0.7613406,-1.45641,1.30932,1.731853,-0.4706661,0.9789485,-0.9602019,2.701209,-9.495634,2
0.04434191,-1.234764,1.413967,1.966078,-0.1377071,0.4190043,-0.3633732,-1.472357,-0.4909424,2
0.5557854,-0.9296394,0.8437022,0.1070681,-0.1140077,0.8541589,-0.1161065,0.07105239,-0.1389325,2
0.3020504,0.6584485,1.369852,0.7084417,0.5624606,0.7506149,-0.000253934,0.8028415,-1.736353,2
1.746455,-1.268313,1.205452,0.1196006,1.27766,1.275286,-0.4927676,0.1718731,-0.4253064,2
0.3706466,-0.5778981,0.6825702,0.3087876,-0.1896055,1.090717,2.528755,0.614328,-1.592974,2
0.01870581,0.2858018,1.100579,0.00772497,0.8217517,1.048082,-1.113532,6.897509,-1.304747,2
1.052901,-0.6239138,0.6989672,0.9006904,0.08550093,0.9135787,2.506222,0.02774749,-2.73347,2
1.541548,-0.6333232,0.6713802,0.03010303,0.1513871,1.23687,-0.3188474,-0.03280024,-0.3097078,2
0.8647282,-0.3316162,1.240856,0.6277702,-0.06219531,1.370733,-0.4097481,-0.4038023,-0.9526345,2
0.522204,-0.2974294,0.4088525,0.06192787,0.01626982,1.062456,-0.09103554,-0.01813939,0.4467205,2
0.4401087,-1.068631,1.20049,1.377085,-0.5801341,1.17897,-0.9269769,-2.929515,-1.189293,2
0.442493,-0.4767698,1.128859,0.5736515,-0.0001278976,1.220392,-1.805034,-0.1067985,-1.664566,2
1.885478,-0.03769047,1.213336,1.547006,1.01643,1.387774,-1.789039,-0.2841958,0.9483475,2
1.482458,-0.4638373,0.4166436,0.923633,0.4492645,0.8704699,0.8703237,-0.01268404,-1.13725,2
0.9431577,-1.631252,1.400269,0.415341,0.8364385,1.256885,0.07461015,0.108799,0.07897484,2
0.3412568,0.06800483,1.280185,0.5148476,1.188215,1.036857,1.518851,0.3382702,3.825221,2
1.272564,-1.19375,1.405413,1.156013,0.4466503,0.7929653,-3.974664,-0.1980002,-0.7740429,2
0.1175183,-1.283278,1.115537,0.07827106,-0.5918871,0.8982548,0.3684209,0.302608,0.1217061,2
1.658029,-0.3472071,1.360793,1.296902,0.4776425,1.349179,-1.393845,-0.50797,-1.667514,2
1.275638,0.08275861,0.9185211,0.5200611,0.2072601,1.134365,-0.6287708,5.643674,-1.101338,2
0.9989634,-0.8552604,1.393598,1.101379,-0.2622527,1.292245,-2.083916,-0.2334346,0.7797581,2
1.410695,-0.8615852,0.8171383,0.4803907,-0.9132214,1.082855,-0.1095622,0.1414699,-0.1004647,2
1.009592,0.2325811,1.19917,0.619543,1.012377,1.351061,-1.331058,0.2400327,-3.425721,2
1.959332,0.9212083,1.356369,1.803005,1.117538,1.047577,-6.22499,7.760798,-1.706981,2
0.4928899,0.01653402,0.3237274,1.513693,0.2778531,0.3763212,-0.2408882,-0.09248738,-0.2494462,2
1.717789,-0.4953479,1.142601,1.155797,0.2902197,0.9689311,-1.316906,-0.3752453,-1.096514,2
0.5064406,0.6411763,1.371072,0.346178,0.3130664,1.334705,-0.9916154,-0.6195759,-1.151075,2
1.443594,-1.114086,1.136761,1.607341,-0.2304437,0.989368,-3.911569,0.1873769,0.8865193,2
1.185767,-0.2956247,0.5287997,0.4913033,1.000976,1.238052,0.04171085,-0.183354,-0.7591944,2
1.43013,-0.4003695,1.008494,1.813151,0.214258,0.6730246,0.9526367,-0.277262,-1.037209,2
0.05133474,-1.205988,1.147745,0.07334848,0.06583753,0.3564383,0.4019226,0.06407239,-0.2883803,2
1.719373,-0.6300125,0.8090523,1.999001,-0.1147362,0.5812746,-0.1741877,-0.1801766,-0.3108775,2
1.572653,-0.8687847,1.269991,0.5750085,-0.04509845,1.299744,-0.6544432,-0.3661923,-0.8538245,2
1.7022,-0.0162104,0.4460118,0.7206101,0.585182,1.170734,0.3340488,-0.2427832,-0.9282219,2
1.181266,-0.3461525,0.9277948,1.380192,0.2552183,0.5322095,2.235199,-0.1522838,-0.9691086,2
0.7508105,-0.442598,0.5346946,1.012495,1.039683,1.234229,-2.031026,-0.09873262,-0.7355609,2
0.2821033,-0.1482264,1.396419,0.7988397,-0.1737421,1.036733,-0.6205009,-0.2831679,-1.272676,2
0.08763576,-0.9721484,0.9636945,0.948438,0.3607936,0.5779245,-0.4312365,-0.08834317,-0.5353834,2
1.231684,-0.6800281,0.7965006,1.517581,0.202584,0.5885143,-0.4464466,-0.1658458,-0.1742499,2
1.623159,-0.4311264,1.197537,0.5518662,0.7474639,0.9806723,-1.262303,-0.09766422,-1.277361,2
1.971187,-0.8887807,0.8025834,1.405282,-0.2440019,0.5369479,0.07387883,0.1017649,-0.04465114,2
0.1382285,-0.1311615,0.995965,0.1244782,0.9124484,1.34186,0.8030554,-0.397427,-0.747317,2
1.107582,0.4409978,0.5750982,0.2717506,0.3512523,1.163105,-0.08899834,0.2219567,1.720905,2
0.9701176,1.063244,1.348857,0.678116,1.387237,1.313024,-1.285826,-7.074366,-1.68929,2
0.8270316,-1.394739,1.264845,1.040024,-0.1251331,0.9385719,-2.444196,0.2416795,0.61658,2
1.552508,-1.160766,1.085215,1.794021,-0.08160383,0.8340443,-2.957705,0.1367832,0.4372463,2
1.952815,-0.2765045,1.401169,1.772232,0.8242915,1.362424,-3.815386,-0.4017321,-4.639036,2
1.496263,-1.085959,1.387174,1.096097,0.4033343,0.9008733,-1.593095,-0.2698551,-0.8538235,2
1.977013,0.2628226,0.8980399,0.5060131,0.5479426,1.035919,-0.7216386,-1.868679,-0.9116637,2
0.1635663,-0.899437,1.275007,1.680867,1.093288,1.220141,-0.6505169,-0.09740983,-0.6297249,2
0.5332404,-1.001945,0.8929701,1.339715,-0.2587286,0.4944035,-0.4156516,0.7634896,0.4194775,2
0.7828111,-1.408657,1.38157,1.104774,-1.28459,1.179436,0.09956935,0.4894336,2.063135,2
0.9380713,0.6308492,0.6080025,1.109733,0.4721215,0.6666035,-1.370126,2.77801,-1.156067,2
0.6597837,-0.7235088,0.7043198,1.457178,0.5727345,1.02654,-1.257356,-0.09053196,-1.026455,2
1.406192,-0.8407089,0.7997303,0.1033026,0.6555713,1.03364,-0.2791654,0.01997552,-0.2263496,2
1.371079,-1.365806,1.37958,1.409513,0.4228252,1.015696,-5.953346,-0.1470828,-0.1095882,2
0.9143034,-0.3061235,1.069195,1.553871,-0.135228,0.824139,-0.2505026,-1.086208,-2.558571,2
1.45962,-0.8251481,0.9180871,0.6027982,1.226859,1.305453,-0.2838088,-0.1276357,-0.2665658,2
1.282002,-0.8528646,1.235425,1.120353,0.431019,1.142278,-0.2782172,-0.3796329,-0.46573,2
1.301849,0.5599374,0.7832907,1.416842,0.4153138,0.8838169,-2.922248,1.462503,-1.237051,2
1.34627,0.3498589,0.3353318,0.045833,1.079202,1.265753,-0.05430086,-0.05442916,0.1794927,2
0.3978911,-0.1356248,0.9683155,0.8747808,-0.1355862,0.944505,-0.8303923,-1.317956,-1.070351,2
0.6705754,-0.6830469,0.7044505,1.284119,0.9725807,1.376007,-1.677837,-0.1376298,-1.064553,2
1.62978,0.8763698,0.8894184,1.742227,0.7435986,0.7153025,0.9294977,-1.479185,-0.4202188,2
1.286752,-0.2907826,1.072025,0.7351623,0.7053563,0.8423437,-1.605715,-0.03850513,-1.36971,2
1.062248,0.6158864,0.9697543,1.569858,0.6883391,0.6748502,0.5390038,0.9257963,-2.041298,2
0.2176572,1.156734,1.408552,0.5650653,1.087191,1.230979,-0.4944966,-0.2536653,-0.7253957,2
0.7910606,-0.5101346,0.6252657,0.9671359,0.03882195,1.078143,-3.705934,0.4682349,-1.287871,2
1.430846,-1.123311,1.390376,0.5800833,0.07933809,1.280959,-0.6388213,-0.292345,-0.7181175,2
1.289625,-1.136861,1.085177,0.2300487,0.8257558,1.019636,-0.3969623,0.02302572,-0.33084,2
0.6854704,0.4499763,1.058487,0.7211414,0.09185041,1.246252,-8.560882,0.07663499,-1.53902,2
0.9160963,0.3699181,1.116782,0.9001154,0.9966429,0.9968132,-29.80095,0.6503697,-7.880772,2
0.4154255,-0.4917425,1.141973,0.8063816,0.4128094,0.5783896,0.3515147,-0.1533802,-1.426199,2
1.968772,0.03252578,0.8072909,1.901918,0.9485713,1.305398,10.48224,-0.3491162,-0.7782976,2
1.542775,-0.1535681,1.348576,0.7203847,0.194105,1.226013,-1.390369,0.04332469,-1.497877,2
0.6744161,-0.3501791,1.298348,1.978517,0.777015,1.135303,-0.5456454,-0.359228,-0.7005426,2
0.6688325,-0.008789934,0.9169831,0.4874898,1.184303,1.405227,-0.4726843,-0.2650518,-0.431533,2
0.2666285,0.05502789,0.6972898,1.107486,0.2921428,0.4455287,-0.1389201,-0.09305057,-0.2224226,2
1.210447,0.1868255,0.899951,1.001318,0.2109323,1.130056,1.039874,3.9236,-1.191729,2
1.148816,-0.6202821,0.6469594,0.06836662,-0.1359851,1.240404,-0.1743863,-0.05521296,-0.2775723,2
0.5663503,-0.1004114,0.9857482,0.61154,0.3370894,1.170284,-3.966107,-0.4130949,-1.197163,2
0.8703136,0.346525,1.015217,1.306574,1.337586,1.283829,0.1384109,0.090552,-0.1007945,2
1.297021,-0.45181,1.160999,0.8322519,0.217415,1.386978,-0.2089403,-0.4364392,0.06543752,2
1.707343,0.6026727,0.8845094,1.417289,0.6924711,1.301791,1.968608,12.424,-1.192212,2
1.98927,-0.7474514,0.7323836,1.470063,-0.09798169,1.103501,1.707818,0.3569838,-2.85768,2
0.8964587,-1.484067,1.388533,1.17461,-1.397973,1.18876,0.4260952,1.070762,-89.18236,2
0.02870188,-1.098435,1.345108,0.2901308,-0.4177154,0.5590938,-0.2462404,-0.4094254,-0.1591132,2
1.598827,-0.1486916,0.5335237,1.159202,0.678184,0.8223808,-0.09627503,-0.1775324,-0.3255014,2
0.9997617,0.2549862,1.137593,0.8090785,0.7316742,1.289449,-0.9216065,-0.2809916,0.563528,2
1.121663,-0.8210896,0.9946199,0.05128394,1.146988,1.012346,-0.7528851,0.3827221,-0.7875718,2
0.4144349,-1.137061,0.9787617,0.4740216,-1.012075,1.201632,-2.907165,-36.21149,-1.309156,2
0.664215,-0.9989496,0.8644825,1.866443,0.4622396,1.242064,-1.511601,0.1137608,-1.393306,2
0.5155779,-1.099777,1.092531,0.7129433,0.8517695,1.361401,-2.582695,-0.168306,-1.729714,2
0.7244099,0.1616239,0.9575237,1.918033,0.675804,0.6675538,0.1135778,0.1248554,0.6847864,2
0.8395715,-0.127441,1.153394,1.724851,1.349597,1.321259,-0.09661816,-0.03397735,-0.1889071,2
0.9612309,-0.6315588,0.6838057,0.9631443,0.7917146,0.6737076,101.3865,0.03106808,3.877198,2
1.565195,-0.9945418,0.9529032,0.4834525,-0.03297625,1.338517,0.086536,0.09273921,0.4290796,2
1.769753,0.2888293,0.6150537,1.471047,0.1639016,0.7428285,0.6124936,0.1819467,-1.067256,2
1.413501,-0.2404524,0.8183578,0.3215256,0.3572399,1.28409,-0.5026634,-0.4153003,-0.7855102,2
0.1131526,-0.8353956,1.391027,0.5598288,-0.2975627,0.4080866,0.1032485,1.053906,-0.9859782,2
1.963187,-0.7081307,0.6777202,0.5526858,0.8584089,1.102323,0.008536872,-0.05529302,0.5636125,2
1.182954,-0.1576788,0.526985,1.11791,0.2953809,0.8132993,5.192055,-0.1869065,-0.821453,2
1.284444,-0.1937366,0.4272326,0.3261155,0.9663836,0.9967775,-0.2255427,-0.1237306,-0.1778052,2
1.891219,-0.3831618,0.4433179,0.503219,-0.5175416,1.046649,-0.0264522,0.4724957,-1.26107,2
0.6371284,-0.8792012,0.8882644,0.9148406,0.1031358,0.3097807,0.3269443,-0.009784333,-0.301269,2
