rhoL,uL,TL,rhoR,uR,TR,s1,s2,s3,type
1.230124,0.7475296,0.9421971,1.448592,-0.3314698,0.5865651,1.91738,0.01226613,-0.1173734,3
1.220104,0.1312681,0.4476675,0.5198541,-1.382302,1.381865,0.01757299,-0.204188,0.3474773,3
1.810073,0.7484488,0.7506012,0.6688504,-0.5232947,1.389779,0.7061832,0.4892798,2.618401,3
1.061014,0.7134802,0.8078435,1.580688,-0.9298802,0.8630465,-0.4420974,0.5733334,-0.3662661,3
1.59448,0.538458,0.9850617,1.205188,-0.8734208,1.173903,0.2541722,0.2088253,2.254856,3
1.747133,0.372379,1.013479,1.950083,-0.544662,0.8842118,2.376086,0.06254607,-1.201284,3
1.231539,0.06835233,1.343389,1.453776,-1.429805,1.397509,1.768374,0.4899762,0.6387687,3
0.7067032,0.9469945,1.369702,1.526754,-0.8684781,0.8766485,0.994836,0.5983015,16.3541,3
1.726664,0.5979593,1.138618,1.488837,-0.9606779,1.167274,-1.37676,0.3232985,-13.36142,3
1.978964,0.1299035,0.6588247,0.9848582,-1.5086,1.387311,-0.2514285,0.1575231,0.7497808,3
0.2332037,1.161708,1.155041,0.2862811,-0.1555094,0.7075343,-0.05988918,0.1075597,0.1654591,3
1.042251,0.6945624,1.105178,1.268637,-1.088434,1.000408,1.716933,0.6434604,0.8763189,3
1.047988,1.320874,1.293557,1.365937,-0.457511,0.6157373,1.683521,0.1910755,0.2338308,3
0.1932102,1.085049,1.035428,0.3182134,0.03196903,0.5572323,-0.3855974,0.09307208,0.299878,3
1.755986,0.03620047,0.8162913,1.377329,-1.133503,1.107036,-0.943762,0.260577,0.5877015,3
1.235697,0.9652491,0.9131925,0.3078085,-1.279964,1.372009,-0.02993924,0.8152578,-2.338737,3
1.07674,0.9524049,1.3802,1.029395,-0.6894988,1.340213,-0.3711341,0.2155192,-0.1224618,3
1.850631,1.303068,1.203793,0.6845514,-1.185265,1.288667,-0.4680686,0.812455,-1.097356,3
1.053151,1.072482,0.924481,0.9088135,-0.1717093,1.238475,5.628992,0.7615353,-3.195228,3
1.99532,0.9136856,1.308239,1.269045,-1.131363,1.183174,-1.622412,0.5278214,-1.546686,3
1.075536,0.8786381,0.8256088,1.567527,-0.7547414,1.205899,-2.937135,0.292787,-0.9340793,3
1.143486,1.269825,1.076411,1.135392,-0.561509,0.5308778,-74.29682,0.4827705,0.2803086,3
0.8384419,1.214214,1.242675,1.520071,0.05752977,0.1236168,-0.02782362,-0.4917331,-0.1057196,3
0.7416582,0.6244767,1.192229,0.7946342,-0.7550121,0.8096006,13.00107,0.2643777,-0.7466941,3
0.8289732,1.343364,1.197927,0.383503,-0.7172844,1.026299,-0.5303659,0.5138116,-0.3510423,3
1.068567,0.656724,0.6106642,0.4608601,-1.089873,1.157844,1.09673,0.5386471,2.211011,3
1.207207,0.6404888,0.6485469,1.971062,0.003427753,0.5820052,-0.687548,0.3009298,-4.75352,3
0.3952186,0.6003549,1.161916,1.137499,-0.1641875,0.6491005,0.0658759,-0.2245879,2.381055,3
0.6144913,0.7473395,1.36612,1.278528,-0.4191309,0.8987331,0.3760486,-0.02027145,3.082137,3
1.294447,0.2552723,0.7358232,1.397023,-0.3178186,0.6628046,1.757912,-0.03054269,-0.7274424,3
0.9310749,0.9761977,0.8731404,0.6793189,-1.046483,1.125139,2.055488,0.7980365,2.12017,3
1.695253,0.0221967,0.04140755,1.426647,-0.8204634,0.7191579,2.250144,-0.805864,-0.7063779,3
0.7250159,0.7383215,1.089209,1.44451,-0.9719803,1.083012,-0.5329148,0.3751365,-0.8751179,3
0.1997961,0.4725679,0.9347296,0.1444124,-1.457314,1.23928,-0.5270267,0.6341299,1.82277,3
1.973998,0.5287384,0.5008991,0.6202035,-0.2569231,0.6902238,-0.04471226,0.2330981,-0.3556134,3
0.5421655,0.1885094,1.385352,0.6306257,-1.034109,1.103077,4.404724,0.5175457,-3.600907,3
1.336406,1.295077,1.188266,1.577978,-0.2036662,1.412509,-6.087996,0.8001951,-3.301396,3
1.973209,0.2335334,0.3004625,0.7421133,-0.2300887,0.5437428,0.2672056,0.1001856,0.9333324,3
1.346258,-0.09154613,0.1000783,0.3928184,-1.297179,1.233359,-0.07660647,-0.6848844,0.02278236,3
1.038629,0.7005205,1.042521,0.4064805,-1.434669,1.225998,-0.4160146,0.7645892,-3.369421,3
0.4166988,-0.1540358,0.5202102,0.1523272,-0.8831376,0.835223,-0.3996859,0.5335347,4.450179,3
1.273257,0.1802417,0.3863313,0.2482977,-0.4815643,0.8801683,0.1596554,-0.01017619,18.86419,3
0.6009038,0.8610501,1.199222,1.621575,-0.4834054,0.711201,0.4742504,0.224368,11.51306,3
0.3576161,1.474406,1.324061,1.795748,0.2814366,0.4227114,-0.2740681,0.2697165,0.9891905,3
0.5670388,0.002480656,1.326622,1.211868,-0.9240702,0.8888363,0.4088797,0.5368187,1.339441,3
1.050051,0.1404539,0.4003413,0.6710446,-1.162778,1.204963,0.3573587,-0.2311151,-0.02390533,3
0.5036137,1.270612,1.300328,1.306764,-0.3443788,0.8815832,-0.2051038,0.3404863,-37.38635,3
0.3720043,1.047488,1.089887,0.5974751,-0.589026,0.6806934,0.9874859,0.4121999,1.008646,3
1.641882,0.1079554,0.6585222,0.760998,-1.464333,1.325842,-0.3164022,0.2195635,0.9925216,3
1.193954,0.2849332,1.012025,0.8589547,-1.462616,1.381225,-0.7062897,0.4223887,1.298448,3
1.135731,1.427045,1.24532,1.4963,-1.101234,1.130874,0.168679,1.043043,-25.34284,3
1.838624,0.8970038,0.9605733,0.8962578,-0.7510074,1.242597,0.2154785,0.4931518,-1.618074,3
0.4490272,0.1774905,1.369518,0.7952484,-0.9940225,1.002024,0.6685959,0.516407,1.359547,3
1.344257,0.2408295,0.3269301,0.4236697,-0.5212616,0.8948134,0.4267001,-0.1090507,0.2444921,3
1.009579,1.360157,1.214527,1.366631,-0.02422389,1.063596,-1.844099,0.6655447,4.012372,3
0.668281,0.5478859,1.341763,0.5438612,-1.424706,1.400686,-2.296215,0.6030983,20.00904,3
1.656334,1.377009,1.329301,1.083492,-1.040505,1.14045,-1.163098,0.7552081,-0.5382025,3
0.7522555,0.864756,1.137907,0.5192966,-0.400531,1.2344,0.03740259,0.1807667,-0.5854769,3
1.819922,0.8947066,1.275675,0.9213636,-0.9394467,1.26424,-0.930383,0.3071098,-1.466692,3
1.282212,0.6824154,0.7584699,0.9095592,-0.3664682,0.973267,1.07864,0.3025996,-2.641278,3
0.3209801,1.105385,1.084011,1.096428,-0.2894797,0.4059987,0.271729,0.1160093,1.382121,3
1.88323,0.08505622,0.07362039,0.1216532,-0.7276943,0.8121001,0.1320359,-0.2180827,0.9187381,3
0.875532,0.4042484,1.394692,1.288961,-1.033095,1.346228,-0.2274228,0.1592732,-0.67391,3
1.043166,1.173784,1.054082,0.9188687,-1.33243,1.301933,4.620446,1.005222,0.7171947,3
1.040519,0.8506128,1.361501,1.274094,-0.9408141,1.358274,-0.6438916,0.304162,-1.292999,3
0.2322008,0.3583832,1.043971,0.177367,-0.5978996,1.200543,0.04222468,-0.06674862,4.543614,3
1.989695,0.8656787,1.175769,1.100785,-0.6688344,1.231861,-0.5475104,0.2136352,-1.165575,3
1.097404,1.048004,1.347518,0.871151,-0.6666132,1.125863,-1.84131,0.2024449,-0.6483391,3
0.9542179,1.22554,1.038979,0.7700221,-0.1961711,1.25661,2.959728,0.7783036,7.072912,3
1.018077,1.110073,1.030372,0.8865118,-1.06489,1.104819,1.452676,0.8628305,-2.304293,3
1.741724,0.08536015,0.5896525,0.3985708,-1.157314,1.184008,-0.1945588,0.1160084,13.10565,3
0.9630954,0.7122703,1.408159,1.440803,-0.9755301,1.196392,0.5099023,0.3785932,-1.368782,3
1.109522,0.390816,0.388675,0.9406075,-1.114233,1.157784,3.972264,-0.02801862,-0.06093632,3
0.4404373,0.5315271,0.6790823,1.262662,-0.1685455,0.1798709,0.3510302,-0.1198317,0.1632746,3
1.362342,0.08808757,0.1324001,0.6141388,-1.205142,1.30875,0.304689,-0.7297941,-0.2174465,3
0.2129593,0.5042086,0.7962614,0.2304881,-0.9311496,0.9250866,-0.9201739,0.3874397,0.1503788,3
1.201655,0.8026671,1.074814,0.9094094,-1.010086,1.152411,-0.1616703,0.5026068,-3.986044,3
0.1540434,0.8027108,0.6784254,0.3799779,-0.4053137,0.5837794,-0.2393386,0.4413787,-1.887463,3
1.06621,0.9168267,0.8901322,0.5470355,-0.6865499,1.126414,0.2881844,0.5464728,-1.076376,3
0.9659306,1.292081,1.254661,1.381922,-1.228424,1.171766,0.06918739,1.012185,-2.141963,3
0.2692254,0.8611206,1.06655,1.783254,-0.3512874,0.5305148,-0.0081021,0.2918141,-2.728741,3
0.5107846,0.241707,0.8881487,0.3028906,-1.586519,1.406516,-0.4986748,0.450625,1.436965,3
0.4680854,1.370128,1.275813,0.2511985,-1.337266,1.313378,-0.4587802,1.039861,-1.334336,3
0.8066058,0.3049418,0.4635386,1.056712,-0.8122882,0.7843787,-1.055851,0.1303522,-0.09705874,3
0.4456455,0.6071476,1.206745,1.062133,-0.4654879,0.5540934,1.001283,0.06223923,0.1539019,3
0.4088967,0.9318985,0.8428028,1.214832,-0.1050786,0.3823465,-0.1112766,0.1272035,1.116238,3
0.8495008,0.5947149,1.098432,1.357194,-0.6001626,0.9192408,0.1484535,0.175844,-2.194745,3
0.7879712,0.2351479,0.5757977,0.1694973,-0.835924,1.324992,0.1673077,-0.1208432,4.604248,3
0.1216798,1.474426,1.270045,0.4532217,-0.2839171,0.2825167,0.3377749,0.1215318,1.211911,3
0.9195669,0.01549345,0.3746212,0.5000573,-1.369089,1.272543,-0.1544802,-0.1389307,0.125212,3
0.7612165,0.5212085,0.6996136,0.4676309,-0.7809376,0.762945,-0.2498254,0.4246059,-2.288735,3
0.3084856,0.1758972,0.7577995,0.4237956,-0.5608836,0.5140765,1.612337,0.3678261,-1.069505,3
1.629759,1.220064,1.371705,1.76805,-0.7017677,1.024331,4.527328,0.3701096,0.1160174,3
1.521951,1.080716,1.261287,1.163549,-0.9727648,1.089426,-1.91335,0.5566956,-0.7827496,3
1.740808,0.07038293,0.3896007,0.6729791,-1.034951,1.168618,0.005581709,-0.3642948,0.1681557,3
0.7361411,0.9602889,1.251012,1.342665,-0.5047846,0.8169171,0.5461907,0.17857,1.54068,3
0.1812989,0.8626043,1.229224,0.6029924,-0.9408089,1.028863,-0.4280725,0.3918619,-1.165813,3
1.246692,0.4286627,0.7843624,0.7576833,-1.015528,0.9178244,-0.4642205,0.4776476,-31.77069,3
1.523106,0.3875851,0.8584543,1.77615,-1.300135,1.282918,-1.582004,0.2056069,-0.08854817,3
1.561139,0.2415592,1.211872,1.760594,-0.795761,1.123442,1.876582,0.1328047,2.7874,3
1.652627,1.111405,1.276764,1.119275,-0.6792523,1.105641,-1.0366,0.2965808,-0.6196764,3
1.577038,1.05316,0.9525542,1.316091,-1.347432,1.229105,2.999385,0.9778486,1.147892,3
1.515191,0.2248416,0.5007061,1.642603,-1.198657,1.029383,-1.440685,0.1964782,0.09731363,3
0.6982012,0.7016897,0.7268872,0.3185395,-0.6274578,1.255353,1.059958,0.4141746,1.175485,3
1.664444,0.3210381,0.5205481,0.7365924,-0.8599904,0.9662794,0.3011037,0.1251817,1.117766,3
0.8205993,0.3968837,0.9150441,1.091569,-1.105392,1.041689,-0.1015529,0.384412,0.004757489,3
1.984169,1.113474,0.9557068,1.403149,-0.3118074,0.7845391,-0.01401347,0.4048079,0.09587611,3
0.3929773,0.4042366,1.176322,0.3042153,-0.5162357,1.319887,0.09586955,-0.1239988,-7.902811,3
1.264804,0.1117314,0.7352285,0.928109,-0.7802788,0.9564238,-0.3321956,0.0428982,0.5759978,3
0.7351384,0.6983526,1.252955,0.8385149,-0.5840564,0.9228506,3.950922,0.05216643,-0.5504534,3
1.463954,0.5319716,0.6575322,0.6734416,-0.6243362,0.5328058,-0.7611028,0.3075897,-0.6158454,3
1.685655,0.2740422,0.5162696,0.1729109,-1.464002,1.406969,0.1697508,0.2911916,-17.48305,3
0.1915328,1.210771,1.236127,0.4009695,-0.6093807,0.623566,1.017366,0.4381705,1.385804,3
1.491424,0.3174977,0.3479012,0.9182034,-0.3631922,0.3248433,-0.3395312,0.2476484,-0.4102178,3
1.253404,0.601409,0.9352425,1.374438,-0.6141686,0.964236,-1.261149,0.1876734,-0.8925349,3
1.479961,0.2642315,0.8252738,0.3214406,-1.304426,1.328352,-0.1724504,0.383612,-4.077282,3
1.177917,0.6442454,1.272051,1.172435,-1.08804,1.320783,-21.65975,0.342453,1.052088,3
1.777148,1.090132,1.033132,1.065016,-0.6771447,1.083767,-0.03935213,0.5582392,-0.4497695,3
0.5708623,0.4038529,0.8108065,0.2557054,-1.373471,1.306266,-0.02627675,0.386803,3.574197,3
0.4124902,1.587423,1.374162,1.574378,-1.282876,1.142375,-0.4122474,1.065997,-1.729593,3
1.02447,0.7604468,0.8929955,0.7270651,-0.5583428,1.031238,0.5177029,0.3228552,-0.8331376,3
0.1913302,1.265388,1.245043,0.6700016,0.3187974,0.5330063,-0.3172436,-0.02683529,0.7480309,3
1.013692,0.7380798,1.123805,1.13072,-0.5923325,1.098749,-0.7185809,0.1719734,-4.461732,3
1.385121,0.4006999,0.8384785,1.831841,-0.474007,0.5849355,1.808137,0.1479965,-0.3747395,3
0.7014841,0.2666242,0.3447084,0.3247629,-1.105206,1.313627,0.6558325,-0.3464503,0.05346797,3
1.800615,1.056395,0.9923692,1.919438,-1.035658,1.128599,-6.754671,0.7702139,-0.6388631,3
1.700422,0.6229594,0.9511444,1.750709,-0.7923136,0.7343811,23.21501,0.4645026,-0.7402914,3
1.997732,0.6389911,0.6854367,1.775974,-1.187945,1.068948,3.629605,0.5496068,0.419259,3
1.815453,-0.0532586,0.1179393,0.2198011,-0.8757201,0.885327,-0.08961915,-0.99243,0.443829,3
1.677021,1.327542,1.214335,1.69093,-1.296902,1.280088,-28.24724,1.073178,-0.8180234,3
1.298802,1.475812,1.344382,0.6728978,-0.7507398,1.019838,-0.8112199,0.4833425,-0.3232499,3
1.570223,0.1700266,1.202076,1.003677,-1.258691,1.282692,-1.484319,0.5245065,-6.434414,3
1.425812,0.3859032,0.4742656,1.995992,-0.6804889,0.6046116,-0.5211477,0.3219677,-0.04344425,3
1.753484,0.9087368,0.7794287,1.690169,-0.6339328,0.6988767,-1.236805,0.6140393,0.4824168,3
1.491417,0.6446924,0.5532291,1.375562,-0.2854605,0.8038512,9.227865,0.4111897,-0.9137396,3
0.4405634,0.8532594,1.076132,1.702829,0.06315107,0.3660176,-0.125968,-0.7464502,0.2329042,3
1.530704,0.5987141,0.691947,1.442329,-1.408165,1.221955,7.247046,0.5119883,0.3475215,3
1.442491,0.58425,1.18161,1.765639,-0.8643476,1.015992,1.733722,0.3466196,-6.473759,3
0.122193,1.047019,1.102624,0.6616799,-0.2049322,0.499356,0.03668198,0.1292777,47.0189,3
1.246661,0.8274202,0.724818,0.401598,-1.398185,1.240093,0.8739214,0.9485013,-24.03663,3
0.648628,1.083238,1.180191,1.173988,-1.168067,1.19998,-0.6673324,0.7173505,-1.092771,3
1.708616,1.008033,0.9724886,1.684158,-0.1996342,0.8615507,12.45931,0.3390727,0.5592891,3
0.9303998,0.5835947,0.8712339,0.6344044,-0.2949947,0.9112796,-0.2399112,0.04928174,-0.6330509,3
1.324996,1.12492,1.172928,1.222221,-0.9960361,1.097039,-2.098035,0.7181765,-0.2664882,3
0.8643895,0.8013591,0.8553362,1.364196,-1.303449,1.128799,-1.009651,0.6605411,-0.1577599,3
1.317305,1.159356,1.20781,1.5407,-0.3476907,0.6927099,1.634397,0.09527745,0.05301931,3
0.7754753,0.3278873,1.195334,0.7859024,-0.8054252,1.001838,42.25929,0.2530031,-1.923858,3
0.3439858,0.7042341,1.021531,0.4636648,-0.6304302,0.9692573,-0.3141662,0.2432864,-1.729877,3
1.025526,0.874016,1.243343,0.4543501,-1.002207,1.366178,-0.6580255,0.3551259,-1.786309,3
0.3546098,0.702262,0.9938174,1.803694,-0.4465102,0.418725,0.415955,0.4050871,-111.5269,3
1.66707,0.4377092,0.9183053,1.138004,-1.40538,1.225803,-0.4750272,0.574859,2.063601,3
0.7616179,0.7655762,0.7211328,1.685442,-0.2389694,0.373895,0.1620058,0.1826074,0.9001834,3
0.2647246,1.578953,1.398839,1.011392,0.2872918,0.4201228,-0.2933632,-0.009156508,0.5576919,3
1.514017,-0.07752657,0.3715455,0.2988005,-0.9364721,1.064951,-0.1718273,-0.5964326,0.9193835,3
0.7262139,0.2045578,1.329173,0.6829652,-1.177953,1.159586,-12.02529,0.6180053,-4.723819,3
1.350729,0.886637,0.796295,1.117429,-0.3917875,0.8806502,1.661682,0.4854399,1.199277,3
0.5235958,0.7978058,0.7995054,1.856499,-0.399169,0.3688563,0.571797,0.3834384,3.710076,3
1.487783,0.8740028,1.288045,0.9757513,-1.502054,1.364927,-0.930045,0.8251292,-5.587691,3
1.761588,0.3213436,0.6265916,0.6948481,-0.4372541,1.057735,0.3823063,-0.002725539,2.417476,3
0.7340325,1.228711,1.300475,1.497713,-0.03086094,0.240316,0.04683356,-0.5008932,-0.05974588,3
0.9006491,1.042981,0.8854604,0.4575081,-0.8545298,1.111517,0.3933907,0.7820928,-1.092388,3
1.972271,1.006898,1.201304,0.7563109,-1.32167,1.339171,-0.5982418,0.6997181,-2.006444,3
1.695371,0.7720304,0.7389639,1.138502,-0.3601291,0.8437764,0.4568019,0.3826306,0.03497238,3
0.635331,0.7084488,0.6579484,1.509075,-0.02804788,0.2275776,-0.09221059,-0.02627706,0.2322037,3
1.986161,0.5186397,0.8781628,0.6530033,-1.179648,1.141284,-0.2408652,0.5071176,-3.008574,3
