rhoL,uL,TL,rhoR,uR,TR,s1,s2,s3,type
1.395697,-0.5057784,1.136564,0.01201054,0.1013309,1.299161,-1.20933,1.837278,-1.4289,4
1.236894,0.3438673,1.018347,0.8014187,-0.3911349,1.199056,-0.08807762,-0.1230541,-2.261264,4
1.603794,0.2326702,0.5529488,0.06578627,-1.209503,1.171087,-0.3907483,0.1124835,-1.281149,4
0.3752336,0.333155,1.18347,1.135663,-0.1261551,0.106861,0.5772704,-1.165122,-0.5698854,4
1.334681,1.02522,1.143071,0.6264598,0.5560984,0.6103527,-0.5189715,-0.7380337,-0.4777351,4
1.550843,0.5059399,0.724962,1.208758,-0.04025171,0.5778495,-0.6573288,-0.1546625,-0.3728915,4
1.590981,1.141605,1.321379,1.328829,-0.229125,1.106328,-0.5550079,0.08436539,-0.2639327,4
1.193798,0.3575944,1.037841,0.2966847,0.04801462,0.256764,-0.9427262,-1.868239,-0.888037,4
1.401821,0.05542716,1.290433,1.030099,-0.9072538,0.9897578,-3.665907,0.5396039,-1.698518,4
1.523225,0.8935761,0.8146731,0.8047581,0.1514721,1.053042,0.3358725,0.4654242,0.6860066,4
0.4213839,0.3317015,1.315624,0.2195563,-0.1887721,0.6308774,-1.930684,-1.499657,-1.168497,4
1.764409,-0.4252137,1.341217,1.495276,-0.04230528,0.7389012,-5.127165,-0.1365062,-1.253424,4
0.2533394,-0.8872594,1.376172,0.0277335,-0.3931929,0.489877,-1.133603,-0.1886512,-1.040175,4
0.9236961,0.4755874,1.352938,0.2017148,0.1015425,0.3756526,-1.198932,-2.61145,-1.19325,4
1.399575,-0.544052,1.333674,1.293424,-0.1188233,0.3167597,-13.28877,0.1186771,-1.090751,4
1.533403,0.8485434,1.182128,1.363844,0.7566971,0.7911258,-3.23087,-3.236415,-0.9156747,4
1.504958,-0.6083839,1.272298,0.378128,0.07048725,0.3269247,-1.265656,-0.007745072,-1.08489,4
1.053046,0.2350865,1.207806,0.4504719,-0.6282132,1.125687,-1.247435,-0.1564161,-1.527244,4
0.5857719,0.631198,1.280739,1.01482,-0.03045416,0.3956219,0.6514141,-1.248529,-0.6843373,4
0.3819679,-0.05258486,1.358956,0.08679038,-0.6882256,0.6997981,-1.625311,-2.145696,-1.381445,4
0.9518952,0.7592235,1.247,0.01396122,0.2257752,1.213641,-0.938016,-2.468111,-1.302536,4
0.5497938,-0.785035,1.27259,0.1900864,0.4347495,0.7445992,-1.198555,-0.1990834,-1.030761,4
1.571865,0.5896525,1.349242,1.734395,-0.3179124,0.3071907,11.32888,-0.8830508,-0.7845784,4
1.05415,-1.040819,1.362252,0.2190501,-0.2894242,1.091963,-0.9119064,-0.2994545,-0.9144467,4
1.843102,-0.8273468,1.256379,0.7484023,-0.1234203,0.4415677,-1.390044,-0.1816541,-0.9073779,4
1.343682,-1.369102,1.22959,1.199413,-0.4583625,0.5365483,-2.427234,0.02788844,-0.164649,4
0.6259798,-1.244183,1.332991,0.2044674,-0.03518776,0.7352834,-0.7791064,-0.07818633,-0.5975342,4
0.5685793,-1.328758,1.326656,0.3454451,-0.6443983,0.8482761,-0.7971515,-0.1625898,-0.4024715,4
0.8860858,-0.3266327,1.138,0.2013723,-0.5438731,1.318666,-0.8673666,-0.7734257,-1.395857,4
1.762463,0.397155,0.9598457,0.9432781,-0.3290764,0.6699491,-1.279162,-0.3822812,-0.8564763,4
0.9717321,-0.9537551,1.310623,0.2667769,-0.2973783,0.6075819,-1.157024,-0.2418304,-0.8893812,4
1.784648,0.451464,0.9002973,0.3869861,0.4449058,0.556257,-0.7094595,-1.704706,-0.803971,4
1.434183,-0.09830844,1.040327,0.01168738,-0.3388807,0.6190811,-1.186732,12.15393,-1.49621,4
1.028704,-0.1443427,0.8288792,0.1009335,-1.221412,1.272285,-0.5463484,-7.277187,-1.607007,4
1.758025,1.175839,1.02104,0.5685606,-0.6416091,0.8476402,-0.4156748,0.3725711,-0.2961885,4
1.490017,1.540278,1.384741,0.1770575,-0.3696836,0.325803,-0.2337111,-0.1831466,-0.1728715,4
1.203654,0.8427988,1.06144,0.4044655,0.8322276,1.159793,-0.4317191,-0.6181908,-0.5405071,4
1.857355,-1.244257,1.281348,1.936789,0.00202456,0.09723179,11.15044,0.07243251,-0.4874513,4
0.3764969,-0.5641768,1.120284,0.5237725,0.1589907,0.2701716,1.602756,-0.0319686,-0.9189709,4
0.3720579,0.47432,0.8725964,0.01390935,0.6252604,1.3338,-0.6394041,-1.662118,-0.8773931,4
1.447951,-0.1057969,1.255573,0.3533137,-0.3381357,0.8173324,-1.363063,9.105493,-1.298748,4
1.275813,-0.5251783,0.697894,0.04915196,-0.7826985,0.9139625,-0.4460585,-0.2143145,-0.5804093,4
0.4245381,-0.3385976,1.247259,0.2593277,-0.6202946,0.5384173,-3.411049,6.616401,-1.128447,4
1.490309,0.07399661,1.02347,0.4939802,-0.6782683,1.040907,-0.9444792,0.1059992,-1.451513,4
1.728389,0.08623885,1.081007,0.1992596,0.8585853,0.8046803,-1.120049,71.84587,-1.348419,4
1.568285,-1.015055,1.187687,0.4651309,0.02885145,0.1255435,-0.8906061,-0.04305183,-0.6475615,4
1.638204,-0.06521969,1.022477,1.58184,-0.5107597,0.5783451,-29.38399,0.3778993,-0.9846869,4
1.551799,1.062702,1.055375,0.5828633,-0.3710969,0.6221969,-0.5670472,-0.03378324,-0.3247226,4
1.114583,0.6648917,1.346822,0.2283992,-0.65857,0.5566455,-1.306234,-0.9483029,-1.057887,4
1.461353,0.9914751,1.278865,0.7878568,0.2456149,0.5392097,-0.8627404,-0.8581636,-0.6364231,4
1.480901,-0.1088681,0.8659964,1.116396,0.2962414,0.367322,-2.43598,0.4079883,-0.9024549,4
1.93842,-0.2802967,0.5816823,0.07363615,0.2370341,0.7501765,-0.5009872,0.1862719,-0.5716184,4
0.7218285,0.5886551,1.037358,0.4985248,0.2231945,0.6423087,-1.238875,-0.9677982,-0.7552254,4
1.435025,-0.2700672,1.140371,1.413991,0.4335265,0.4229189,-56.07385,0.2490062,-1.201257,4
1.948997,-0.5941527,0.8246526,1.07532,-0.5496336,0.6528746,-0.8098542,-0.6679072,-0.628225,4
1.585133,0.9479262,1.10729,0.8855777,0.1700558,1.045201,-0.3231266,-0.07279533,-0.401322,4
1.064437,0.4017432,0.3439877,0.0601312,-0.128088,0.8013077,-0.01504802,0.09261441,-0.07565365,4
1.206823,-0.3472242,0.9853531,0.4329145,0.2289995,0.3292856,-1.160314,0.1317319,-0.9122208,4
1.245976,0.6340496,1.059302,0.2048867,-0.4128973,0.4890492,-0.7993325,-0.8107326,-0.7452491,4
1.452289,0.5662711,0.9702312,0.4232093,0.7971364,0.7273966,-0.7882152,-2.13129,-0.8983658,4
1.570693,0.5628015,1.346483,0.5583557,-1.265018,1.103793,-1.635211,0.372821,-1.721064,4
1.784636,0.7492515,1.383193,0.5088657,-1.09209,1.181305,-1.344138,-0.02564001,-1.506558,4
1.519543,0.1486665,0.5744834,0.02349158,0.2460965,1.299149,-0.5269036,-2.194356,-0.7126992,4
0.4536237,0.9370222,1.255859,0.3352977,0.1022708,0.3060972,-1.622252,-0.9255884,-0.622795,4
1.244428,-0.3126949,1.169472,0.3928563,-1.05215,1.269899,-0.9676365,15.64646,-1.795311,4
1.360341,-0.816747,1.281506,1.78563,-0.2333184,0.4251319,3.125474,-0.4522072,-0.8540136,4
1.904139,0.8486415,1.381472,0.6676644,-0.1948937,1.327099,-0.9509728,-0.5046215,-1.13811,4
1.969855,-0.6491868,1.347671,0.5050701,-0.463688,0.5739206,-1.493775,-0.3067443,-1.161206,4
0.4688833,1.310898,1.396696,0.3078464,0.1308011,0.5759899,-0.6969218,-0.4596618,-0.4255947,4
1.204061,0.1598429,0.7685177,1.231871,-0.303078,0.2754358,36.96441,-0.1915642,-0.5540517,4
1.254437,-0.4717307,0.9609433,0.6098579,-0.6470228,0.7554668,-1.183436,-1.789845,-0.9780682,4
1.092497,0.1508557,1.234643,1.381462,-0.5291331,0.7182464,4.079774,0.06499207,-1.039163,4
0.3921824,-0.5826674,1.373792,1.545288,-0.2863316,0.2978669,0.8369159,0.8579289,-0.9057119,4
0.1267866,0.2189739,1.36446,0.5351577,-0.08867483,0.3948101,0.2250362,-1.188952,-0.6740703,4
0.4953713,0.0525635,0.5145885,0.03786678,-1.321749,1.274511,-0.117057,0.4042047,-3.483725,4
1.789422,0.6977741,1.30373,1.133456,0.2998708,1.102204,-1.129183,-0.8474408,-1.0288,4
1.870592,-0.1880217,1.086971,0.135393,-0.1464235,1.142378,-0.9624825,0.79192,-1.119332,4
1.759769,0.364477,1.282873,0.2964722,0.6740068,1.007745,-1.129772,-4.278387,-1.333436,4
1.3138,-0.5528364,0.7668,0.05071084,0.08121137,0.3594107,-0.6103268,0.2642796,-0.6380687,4
0.3160313,1.085588,1.166345,1.497537,0.5476928,0.502029,-0.0644384,0.3165731,0.3041757,4
1.629589,1.062369,1.136181,0.2175714,0.6907266,0.6941725,-0.3922637,-0.7682709,-0.5084613,4
1.001414,0.1744082,0.4148545,0.3617732,-0.05342009,0.3068102,-0.3921911,-0.317568,-0.3717745,4
0.6138054,1.033451,1.33264,0.1059546,-1.404554,1.324461,-0.9716144,0.1828722,-1.388452,4
1.103363,0.2703003,1.205145,1.275466,0.3603987,0.5524677,3.714497,3.566348,-1.19121,4
1.369597,-1.383177,1.400225,1.145527,-0.2188146,0.2537101,-4.554411,0.03985114,-0.4809777,4
0.8997244,0.6566972,1.277491,1.031425,0.0124746,1.063655,0.2059598,-0.3277291,-0.4146419,4
1.639576,0.2931629,0.5102264,0.03797676,0.3782703,1.267623,-0.3470947,-0.7987062,-0.4737205,4
1.432183,0.3136149,0.8233212,0.8845562,-0.228054,0.4787366,-1.41139,-0.4518967,-0.685835,4
1.978118,-0.2891918,0.7716103,0.2384488,-0.4483601,1.359258,-0.3938633,-0.3911528,-1.056496,4
1.845317,-0.001984931,1.161145,1.14547,-0.9868729,1.25173,-1.194667,0.3068749,-3.647961,4
1.168243,-0.04450458,0.3523267,0.05700174,-0.8279925,0.880083,-0.1268105,-7.422779,-1.210438,4
1.561975,-1.144176,1.34562,0.1398885,-0.02002168,0.9288786,-0.804587,-0.1187965,-0.7723096,4
1.76147,-0.3386565,1.375883,0.06629732,0.25194,1.077842,-1.385376,3.051405,-1.637543,4
0.593961,-0.8512185,1.158104,0.4046536,-0.3236546,0.5683202,-2.276704,-0.3848055,-0.73028,4
1.267468,-0.8993534,1.055918,1.160523,-0.4322884,0.5590296,-5.063313,-0.5103561,-0.5211169,4
0.6529163,0.2895222,1.065179,1.786518,-0.08289382,0.3570242,0.2998232,-0.9173138,-0.5568645,4
1.736948,0.6780236,1.309307,0.06618229,0.6378474,1.306047,-1.024675,-2.841607,-1.384279,4
0.9141053,0.8260965,0.982192,0.04218902,0.1724509,1.176505,-0.4304103,-0.8298485,-0.597416,4
1.211701,0.2057216,1.252216,0.1764023,0.1781791,0.8318209,-1.128485,-4.415229,-1.258387,4
1.152096,0.02306419,0.7224449,1.090712,-0.4820529,0.7100044,-3.134277,0.06367573,-119.6149,4
1.575466,0.1591612,1.040656,1.14351,0.1858266,0.5138097,-2.234837,-14.57219,-1.004403,4
1.835435,-0.1552259,0.9806951,1.376799,-0.1584208,0.2993206,-3.269942,4.106442,-0.8685721,4
1.044238,0.3634222,1.003143,0.1608119,0.1341954,1.342308,-0.7393235,-0.8815632,-1.003345,4
1.703573,0.3530339,0.8131998,0.2021081,-0.3345759,1.337093,-0.5514251,-0.3079631,-1.052482,4
1.616359,-0.4026032,1.148379,0.2776523,-0.0365057,0.3275599,-1.110371,0.2258451,-1.04372,4
0.5603757,0.5386674,1.212296,0.5611869,-0.4992297,0.5632188,729.3816,-0.2467248,-0.7374234,4
1.399568,0.0112011,1.075942,0.910954,-0.5594902,0.9760805,-1.497012,0.1027122,-1.461008,4
1.291386,-0.3549068,1.223064,0.6101609,0.02430164,0.633794,-1.639059,0.1287856,-1.171301,4
0.4526292,-0.5844725,1.310976,0.5827562,0.5585718,0.475971,3.273965,0.04991024,-1.361362,4
1.990597,1.170105,1.224935,0.1043358,1.437286,1.270191,-0.419064,-0.8903607,-0.5995265,4
1.820535,0.7266445,1.022047,0.6869949,-0.1998318,0.3883337,-0.8518576,-0.5955265,-0.5789236,4
0.4046206,0.778322,1.210428,0.0753165,-1.28388,1.193583,-0.9991949,0.1450758,-1.456728,4
1.892786,1.114805,0.9512141,0.09669296,1.031239,0.9826803,-0.01115178,-0.0226236,-0.01662034,4
1.796943,0.641529,0.889933,1.135297,-0.1110894,0.5926297,-0.8623951,-0.2954917,-0.499947,4
1.925035,0.3156286,1.198583,0.9025164,-0.4768039,0.4776085,-2.030764,-0.7781537,-1.028229,4
1.728032,1.160686,0.9851465,0.533761,0.1614018,0.5590068,0.04652217,0.06078286,0.006465316,4
1.668298,0.06719077,1.386267,0.4602792,-0.85154,0.8736773,-1.734472,-0.4176703,-1.490277,4
1.046543,1.055487,1.386122,0.2395041,-1.036357,1.310942,-0.9917342,-0.01549499,-1.244024,4
0.1271834,-0.4356423,1.273002,0.1264868,-0.2238553,0.5854663,-167.1947,-0.3105754,-1.106049,4
0.9481,-0.6633811,1.392171,0.5686328,-0.2563193,0.7842153,-2.287453,-0.4380324,-1.19481,4
1.351319,-1.543451,1.357801,1.983501,0.02484225,0.373869,0.2947187,0.2117395,-0.1687236,4
1.502878,-0.1169045,0.5005508,0.9559923,-0.02870676,0.3118956,-0.8634624,0.02288164,-0.4942941,4
0.5995511,1.508022,1.410326,0.4431743,1.073201,1.022339,-0.2874735,-0.3542516,-0.2498705,4
1.853498,0.6939652,0.8690189,0.06897569,-0.514245,1.143492,-0.4272605,-0.6772331,-0.6144752,4
1.670691,-1.555554,1.327796,0.1875188,-1.059086,1.354525,-0.1803049,0.2026288,-0.2115422,4
1.231799,0.123865,0.7365522,0.4430733,0.08030993,0.4529405,-0.7886384,-1.946616,-0.7171974,4
1.767792,-0.6304877,0.8194054,0.4709071,-1.150959,1.33972,-0.3664401,-0.1473057,-1.439849,4
1.793943,0.5792168,0.9679759,0.3364518,0.3308049,0.2946696,-0.716513,-1.517898,-0.781299,4
1.463914,0.139581,0.9382504,1.753496,-0.6605893,0.6330554,3.932509,0.4323704,-1.184221,4
0.3136035,-0.1622001,1.372388,1.193916,-0.01606501,0.03919676,0.3031669,6.990467,-0.961783,4
1.594674,0.7584613,0.8011407,0.380606,0.1561184,1.159329,-0.1754699,0.06744596,-0.2348525,4
0.9759521,-0.1093197,0.8057192,1.404875,-0.1182735,0.3170327,1.354851,-1.226268,-0.6793736,4
0.9476096,1.289273,1.315794,0.04664723,-0.04421443,0.9032823,-0.3766813,-0.6882575,-0.5095012,4
1.429532,-1.030933,1.033466,1.160845,-0.153931,0.1633468,-2.883524,0.04614055,-0.3449757,4
1.976763,0.5954366,1.050157,0.8204442,0.5996799,0.5071968,-1.041233,-2.279214,-0.8732334,4
1.548715,0.7681477,1.288553,1.49083,-0.3266081,0.699178,-17.32848,-0.427769,-0.6907846,4
0.9558866,-1.457789,1.288219,0.0239374,0.3301778,1.364943,-0.398486,0.3050525,-0.2981934,4
1.808651,-0.456457,0.7527571,0.1019344,-1.024088,1.086604,-0.4883513,-0.4241281,-0.8673586,4
1.604524,0.2086311,1.106483,1.264031,0.1420072,0.6547874,-2.686451,-3.590612,-1.070824,4
1.127101,0.3511724,1.268838,0.4693726,-0.9202365,1.269488,-1.178088,0.1076371,-1.88876,4
1.810904,1.238567,1.311668,0.4786187,-0.0750024,0.0878497,-0.4972778,-0.600714,-0.4372159,4
1.651193,1.506787,1.357819,0.3275923,0.329854,1.081879,-0.08390155,-0.09279197,-0.1368099,4
1.609192,0.1010569,1.287624,0.1758354,0.2716316,1.364349,-1.112752,-7.67254,-1.327067,4
1.356542,-0.2716235,1.010348,0.5808467,-0.5148624,0.4517715,-1.753032,-2.319265,-0.9476712,4
0.9811623,0.3546323,0.6188879,0.6045802,0.2852303,0.5530233,-0.4922097,-0.5360821,-0.4969201,4
1.78026,0.7381845,1.103692,1.072486,0.02979542,0.1458909,-1.210777,-0.9498907,-0.6220725,4
1.531775,-0.8726935,1.001177,0.5488349,-0.5692922,0.520972,-0.993734,-0.3492218,-0.5296037,4
1.896422,1.518318,1.316755,1.114559,0.05295935,0.9520777,0.09525356,0.2673452,0.01349643,4
1.135842,0.1174302,1.009163,0.4531615,0.0848667,0.4177541,-1.206491,-4.452443,-0.9514857,4
0.7610896,-0.2818954,1.254429,0.373966,0.3361445,0.7377445,-1.671208,0.2037516,-1.284594,4
0.1380368,-0.1521929,1.123186,0.1961158,-0.01977583,0.4939912,1.450657,1.189594,-1.019915,4
0.8858619,-0.1635785,1.113621,1.520274,-0.523021,0.7287513,0.5355324,0.3590388,-1.570127,4
1.866622,0.7242873,1.409344,0.685996,-0.2458755,1.085937,-1.242482,-0.8224509,-1.192255,4
0.8864222,0.3403378,1.306904,0.2267263,0.4130469,0.3858972,-1.338319,-4.874653,-1.27357,4
0.6218895,-0.278589,1.320326,0.3239044,-0.2017253,0.7741614,-1.98103,0.3696107,-1.297606,4
1.868957,0.8561949,0.7273239,0.1996948,-1.159043,1.335752,-0.1460451,0.5692753,-1.18791,4
1.610229,0.7858657,1.231788,1.35349,0.5566233,0.5450489,-3.300192,-2.538642,-0.8694256,4
0.2902451,-0.0005798541,1.081266,1.467936,-0.07181469,0.2940168,0.1725175,-0.8194244,-0.6380475,4
0.4128433,-0.2006417,1.115339,1.581978,-0.156851,0.1937773,0.5142482,-0.4809789,-0.7167099,4
1.668423,-0.4091707,0.6643391,1.294066,-0.4427908,0.4456835,-1.658652,-2.779761,-0.5906318,4
1.701612,1.443038,1.379038,0.9455933,0.2574283,0.4665258,-0.253961,-0.3021105,-0.249108,4
1.73695,0.02347506,0.8261501,0.2330168,-0.2409421,0.3925031,-0.8061469,-3.634879,-0.8016681,4
1.031671,0.9882866,1.360513,1.983794,-0.05131496,0.4639259,0.2666747,-0.756292,-0.3347776,4
0.6222835,1.318818,1.355858,0.90235,0.6702079,0.727567,0.005928105,-0.9439974,-0.3661449,4
1.565066,0.5057593,1.301255,0.8043073,-0.4059126,0.7548168,-1.852367,-0.7381895,-1.109116,4
0.5247421,0.9285355,0.8561728,0.4279823,0.1124011,0.2913113,-0.06031173,-0.09550574,-0.09779814,4
1.105794,0.0610622,0.8363986,1.838825,0.09281603,0.1601932,0.7101887,2.943543,-0.712263,4
1.923686,-0.03094152,0.5158134,0.7665704,0.160461,0.2456336,-0.6348559,0.6659772,-0.5189153,4
1.99932,-0.4478113,1.203499,0.9369552,0.3791584,0.5719149,-1.592026,0.01692501,-1.153325,4
1.829044,-0.6483706,0.7124683,0.3252945,0.1974328,0.3240029,-0.4103845,-0.0223688,-0.3559553,4
1.26131,0.5502967,0.5894142,0.0523754,0.2988456,0.4753907,-0.2080832,-0.4312207,-0.2924863,4
1.990597,0.7485271,1.339381,0.8529923,-0.4428298,0.5782372,-1.622163,-0.7640282,-0.9412736,4
0.7776756,-0.3383214,1.338234,1.982304,-0.2421544,0.3840559,0.9286951,-0.04304281,-0.9798272,4
1.031942,0.1605832,0.9589322,0.717651,0.1002356,0.7056803,-1.521136,-2.058049,-0.9819259,4
1.08215,0.8332061,1.292601,0.8760901,-0.1094131,0.1535488,-3.551523,-1.021052,-0.6921435,4
1.959075,0.004390012,1.004834,0.2362359,-0.2571382,0.4385383,-0.9631212,-8.854536,-0.9735943,4
1.756834,0.5395827,1.216878,0.7875001,-0.4399361,1.166763,-1.043965,-0.282726,-1.300772,4
1.914789,0.7573038,1.085751,0.3486598,-1.239527,1.285884,-0.7438367,0.272113,-1.563151,4
0.8313978,0.4667196,1.093647,0.8638356,0.01394025,0.08164217,15.07265,-1.551396,-0.7506525,4
1.156941,0.1518569,1.212174,1.693325,-0.3150771,0.6279511,1.873498,-0.3425704,-0.9265448,4
0.9110393,0.6384935,1.324763,0.1071031,-0.8177907,0.9483169,-1.072333,-0.9601672,-1.149253,4
0.1137676,-1.096087,1.323237,1.696289,0.01853227,0.1410565,0.01202253,-0.03209116,-0.6060344,4
0.3037305,-0.3653079,0.5113022,0.0587265,-0.428931,0.7297961,-0.2322134,-0.1236986,-0.4756785,4
0.7288824,0.06163776,1.24915,0.9325072,-0.6682104,0.9283355,2.069587,0.2586466,-1.703242,4
1.66852,-0.6545575,1.2253,1.724185,0.2867634,0.3690824,21.94116,-0.07348738,-1.033846,4
1.280745,-0.1632864,0.244106,0.2700141,-0.07964675,0.1309469,-0.2139647,-0.0577543,-0.182419,4
1.294858,1.157957,1.254405,1.08416,0.2284301,0.5376999,-0.9710954,-0.4655266,-0.3922776,4
1.363597,0.5912375,1.096462,1.291143,-0.2034724,0.84047,-5.510781,-0.2653697,-0.6665668,4
0.3794265,0.1553496,1.100142,0.6571469,-0.2247616,0.7234029,0.545325,-0.2051671,-0.7306431,4
0.4911677,0.7632365,1.106387,0.06470031,-0.3007124,0.7636347,-0.6697909,-0.8560572,-0.7516201,4
1.479571,-0.3562479,0.985997,0.7683979,-0.3865903,0.8761342,-1.026464,-0.8545913,-1.047031,4
1.944412,-0.03903791,0.9582575,0.8612637,-0.1211534,0.8796913,-0.9747914,-2.964142,-1.091641,4
0.6435607,0.06604233,0.3906893,1.973877,-0.01974824,0.1261702,0.08725418,-0.4517357,-0.2349,4
1.719603,0.4758146,0.4851179,0.1871937,-0.1176013,0.4780495,-0.1393287,-0.1337904,-0.1792668,4
1.137329,-0.2032603,1.375804,1.289967,-0.1557986,0.8720967,4.98639,1.043115,-1.340356,4
1.934273,0.3960773,0.7823042,0.3125644,-0.1603523,1.341074,-0.4354186,-0.1522168,-0.9991524,4
0.3016975,0.6267952,1.186558,0.8518498,-0.0047186,0.204675,0.1767185,-1.416479,-0.4724504,4
1.765192,-0.1064342,1.167813,1.85717,0.05032497,0.4985793,13.21773,1.463961,-1.101598,4
0.6461592,-0.6220103,0.8465543,0.7071694,-0.4788906,0.5160484,3.351791,-2.571398,-0.601417,4
1.713372,0.1032359,1.272081,0.423041,-1.252983,1.390253,-1.093229,0.6073922,-2.116276,4
1.991539,1.220333,1.220327,0.1952605,-0.1038924,0.9897113,-0.3074266,-0.4238709,-0.3932279,4
0.691507,0.3662905,0.9691232,0.4420298,-0.5332853,1.057823,-0.4579217,-0.01390967,-1.762798,4
1.339776,1.0045,0.8506029,0.278976,-0.7546132,1.139058,-0.1780503,0.5010487,-0.6082681,4
1.397964,-1.181927,1.364888,0.3621118,0.5469783,0.7897133,-0.8852449,-0.1086307,-0.7628889,4
1.324478,1.035769,1.199768,0.7617507,-0.6445302,0.8637145,-1.294688,0.1440302,-0.6043037,4
0.1868182,0.5504513,1.205114,0.04973821,0.901741,1.018665,-0.9979974,-2.989722,-1.179161,4
0.6733843,1.11855,0.9590756,0.7514491,0.5249604,0.6762312,-1.813949,0.4645907,0.2368,4
1.694277,0.03140088,1.106487,1.178521,-0.5681067,0.8809307,-2.2826,0.1233597,-1.321655,4
1.431878,1.556278,1.361886,0.01596122,-0.04930416,1.204629,-0.0923545,-0.1681135,-0.133111,4
0.2461489,-0.9204546,1.338197,0.1008823,-0.5817074,0.8695858,-1.400813,-0.5741921,-0.9754584,4
1.552011,0.03715558,1.380351,0.7863557,0.5595543,0.8310499,-1.894864,1.915604,-1.475228,4
0.258694,0.03867855,0.552986,0.04216796,-0.2701921,0.8273299,-0.3949028,-0.07776759,-0.8400529,4
1.956222,0.2697022,1.055642,0.07096649,-0.2580464,0.3180867,-0.9977825,-3.935195,-1.231696,4
1.594584,-1.525595,1.317664,0.962561,0.03234837,0.1301474,-0.6242606,0.280065,-0.1873273,4
0.4096411,-0.2354577,0.4447728,0.02445969,-0.0523012,0.4524936,-0.3543132,-0.06895857,-0.3901809,4
1.804694,0.216045,1.252594,0.00251664,0.1382769,0.6865177,-1.54331,-12.03564,-2.109883,4
0.2072661,0.7296725,0.7785689,0.01352688,0.05073085,1.307601,-0.2306651,-0.2786528,-0.3370837,4
1.397691,-0.2670669,1.319851,1.539237,-0.4068769,0.6395231,11.34949,0.4641021,-1.168028,4
1.180861,1.04808,1.309959,0.11136,0.1922977,0.6724017,-0.6352215,-1.243372,-0.8128583,4
1.127767,0.06939384,1.264078,0.6967596,0.05072176,0.8764266,-1.904198,-7.302109,-1.306308,4
1.484054,1.006907,1.302084,1.283253,0.04432999,0.5453258,-2.617581,-0.6991562,-0.587038,4
0.7138854,-0.6700767,1.061304,0.4558917,-1.482953,1.260422,-1.29422,2.409493,10.33649,4
0.8648806,0.248168,1.124659,0.5808737,0.2508301,0.7117315,-1.821075,-4.769117,-1.113942,4
0.1862763,-0.465174,0.8030063,0.04432269,-0.5285958,0.8423147,-0.5357168,-0.419388,-0.7911597,4
1.803396,-0.1750992,0.7975413,0.1198041,0.4590788,0.7986425,-0.7724956,1.311391,-0.916114,4
0.776217,0.4460808,1.197582,0.2087018,0.2034341,0.5663847,-1.045931,-2.037991,-1.0263,4
0.4367806,0.5414742,1.364654,1.298069,0.1224188,0.64833,-0.06833901,-3.169414,-0.4946868,4
