rhoL,uL,TL,rhoR,uR,TR,s1,s2,s3,type
0.160769,-0.08671322,1.151739,1.729746,-0.5728058,1.404241,-1.104072,-2.582632,-1.355936,5
0.1651549,-1.049845,1.240222,1.979083,-0.7147034,1.240259,-0.8922838,-2.346664,-1.201952,5
1.136153,-0.3283501,0.3677181,0.6743016,-0.7388361,0.8051046,0.01889559,-0.9242252,-0.2579547,5
1.159531,-0.03645958,0.1682299,1.497884,-0.1475002,1.138132,-3.466137,-4.649734,-0.9834954,5
1.549319,0.1869388,0.2702463,1.079168,-0.374348,0.9269451,1.643336,-0.5938447,-0.51332,5
0.0414171,-0.2166586,1.061283,1.897416,0.630407,0.7140123,-0.4065324,0.02798332,-0.4079826,5
0.849548,0.03055898,0.9978447,0.8778483,-0.7738795,1.373376,-9.424322,-0.539604,-0.8216307,5
1.525358,-0.1271651,0.3090056,1.643684,-0.3335731,0.9799935,-7.215423,-2.179881,-0.7951664,5
0.2857784,-0.5710261,1.413677,1.512286,-1.4946,1.408795,-0.1550769,-0.1857025,-0.2177015,5
0.5316374,0.5806867,1.086876,0.6271209,0.1550479,1.37609,-4.734979,0.3779088,-1.598081,5
1.587507,0.3350095,0.7431288,1.585989,-0.102234,0.8096979,178.0812,-0.06408269,-1.305338,5
1.312197,-0.09060414,0.4446528,1.6701,-0.1212106,1.373945,-4.205097,-13.29202,-1.251495,5
1.315044,0.3227184,0.9248809,1.968403,-0.9945188,1.313711,-1.391688,-0.2208657,-0.6817078,5
0.3566287,-0.7614778,0.7315841,1.724293,-0.526359,0.913772,-0.6935391,-1.84448,-0.8537945,5
1.340049,0.3486166,0.4504353,0.6363823,-0.5920537,1.364562,1.169661,-0.460473,-0.4588452,5
1.953596,-0.01758451,0.1667658,0.8942458,0.7468937,1.300869,0.6044265,0.01751249,-0.9127862,5
0.1950884,1.043543,1.122875,1.01511,1.439202,1.223561,-0.1804606,0.1719877,-0.151988,5
0.8566176,0.2369582,0.2475243,1.059509,-0.5468361,0.833411,-3.074426,-0.3676823,-0.408015,5
0.9215371,-0.07078833,0.6984346,0.8722977,0.340724,1.296046,11.62307,-0.02084962,-1.250448,5
0.1792189,0.1385651,0.3122146,0.2404862,-0.4929411,0.7368422,-1.467059,-0.3615756,-0.3958152,5
1.102605,0.6970187,1.362074,1.693223,-0.5510343,1.387542,-1.268244,-0.04646229,-1.779259,5
1.769087,0.3038282,0.4363369,1.630394,1.109835,1.212689,9.15201,-0.2519456,-0.4924106,5
0.2339899,-0.5290184,1.070586,1.691266,-1.37996,1.172428,0.0385997,0.06940386,0.03006482,5
0.1512506,-0.5236152,1.029534,0.3416395,-0.8635427,0.9129143,-0.1179442,0.03851542,-0.09698673,5
1.812253,0.4365538,0.5375551,1.274108,-0.0123355,1.231495,3.112446,-0.009308777,-0.9604619,5
0.3998771,-0.622385,1.073828,1.546031,-1.016958,1.076267,-0.2568184,-0.3654309,-0.3360877,5
0.9206194,-0.2611932,0.515947,1.7277,-0.2467659,1.033089,-1.373986,-4.008402,-0.9702404,5
0.7036392,0.1040703,0.812941,0.9698395,-0.234539,1.20789,-2.371389,-1.093216,-1.159316,5
0.03711264,-0.7296281,0.63904,1.674544,-1.088775,1.303604,-0.6714067,-1.511508,-0.9396448,5
0.03088872,1.355245,1.30194,1.918193,0.6900494,1.372087,-1.201794,0.3996779,-1.362615,5
0.006917155,-1.026211,0.9953977,0.6677892,0.1575551,1.351558,-1.629732,13.15153,-2.078372,5
0.08255305,0.8188536,1.159325,1.777599,0.5345345,0.8769715,-0.6460271,-0.3205489,-0.8449424,5
1.463877,-0.4728243,0.6419463,1.931765,-0.58776,0.9488065,-1.297319,-1.501419,-0.7345561,5
1.163365,0.2437328,0.3629078,1.575459,0.4607872,0.7798407,-2.28108,-0.4112958,-0.5827535,5
0.2773356,0.6754863,1.140243,1.335119,-1.127975,1.219959,-0.609697,-0.03839865,-0.7031347,5
1.189776,0.7184796,0.6279523,1.150406,0.1086024,0.8157285,15.55397,0.6644343,-2.085526,5
1.214774,-0.3693382,0.3160171,0.8467565,0.05443197,1.05346,1.799926,0.5894692,-1.115995,5
0.6337692,0.8542863,0.9427401,1.311626,-0.5042575,1.21908,-1.700437,0.07463786,-1.325023,5
0.2531588,0.02115855,0.1568551,1.601416,-0.5244615,0.5985628,-0.246902,-0.3916848,-0.2756597,5
1.092344,0.2800376,0.5251178,1.116947,0.04511994,0.7315896,-20.23471,0.09535946,-0.7812681,5
0.3739021,1.140092,1.174316,0.9886348,-0.2231217,1.029484,-0.7308463,0.4457073,-2.553018,5
0.1950379,-1.254455,1.064708,1.574054,-0.01179789,1.396578,-1.502354,10.09669,-1.795954,5
0.6338907,0.3984023,0.5737892,1.975094,1.080248,0.9208279,-0.2100117,0.1489371,-0.07681942,5
0.2980821,0.3254136,1.062113,1.413044,-0.8341067,1.214306,-0.7794872,-0.5596059,-0.8752977,5
1.516728,-0.06320908,0.3548163,0.4300676,-0.9479642,1.210635,-0.09811752,-0.9407743,0.01095129,5
0.5295858,-0.1945398,0.4505727,1.66419,-0.6866754,1.003388,-0.6376238,-0.9419844,-0.6270105,5
1.791655,-0.6637403,0.666671,1.505942,-1.250087,1.362793,1.05451,-1.278563,-0.5344654,5
0.06400914,-0.0558536,1.067334,0.267024,-0.5617788,1.249325,-0.9699344,-1.170128,-1.080988,5
1.256382,0.8811771,1.056681,1.778308,-0.3005514,1.24208,-2.557876,0.2601431,-1.744302,5
0.282414,-0.1173763,0.7060704,1.421614,0.1583289,1.057591,-1.034265,0.9181367,-1.061771,5
0.64592,0.6237722,0.7595639,1.728884,-0.2636992,1.372078,-1.877527,-0.8040286,-1.331668,5
0.2983979,0.00400156,0.0284988,0.8753341,-0.1651596,0.915632,-1.029228,-2.333067,-0.8025032,5
0.8082721,-0.1770647,0.93133,1.814568,0.0002149929,1.397093,-1.688176,4.669816,-1.447109,5
0.7335662,0.6024434,0.583475,1.891217,-0.2369147,0.9252024,-1.339886,-0.109102,-0.9513844,5
0.8439497,0.1283122,0.4240616,0.6360015,-0.5498599,1.148139,1.781266,-0.8401842,-0.6552249,5
1.428183,0.2834029,0.2701457,0.9240673,-0.6259935,1.051372,1.758614,-0.3979707,-0.3435831,5
1.325761,0.1142881,0.4508441,1.953869,1.19495,1.2469,-1.527428,-0.02561451,-0.4863313,5
0.07153586,1.44402,1.346227,0.4119779,0.7286679,0.7719532,-0.2965834,-0.1803156,-1.127441,5
1.944388,-0.01105702,0.211061,0.1476485,-0.1456715,1.361796,0.01057564,-15540.15,-0.5259723,5
1.516982,0.02564654,0.3607325,1.368619,-0.6908804,1.186525,4.546286,-1.017891,-0.6719115,5
0.9793123,-0.9328335,0.8363172,1.023858,-1.19326,1.268471,-5.589518,-1.744673,-0.6139798,5
0.8783458,0.4526099,0.421578,1.489465,0.1102218,1.21915,-3.009126,-0.7912947,-1.090769,5
0.5934141,-0.3089041,0.4366721,1.637993,0.09167982,0.869354,-1.025168,0.761858,-0.8802067,5
0.4312769,0.5265664,0.4515608,1.896412,-0.6033551,0.542969,-0.3019788,0.2384693,-0.2744477,5
0.2672754,0.8999266,1.156873,1.232326,0.6344182,0.9587865,-0.564166,-0.4814306,-0.9979581,5
0.3915073,0.2432854,0.9886765,0.9337113,-0.2098008,0.8504634,-0.5491386,-0.1892592,-1.157507,5
0.05751494,-0.04286809,1.03078,1.583451,0.3967846,1.019667,-0.9357471,0.719848,-1.077133,5
0.198516,-0.5855517,0.8976241,1.248272,0.4309903,1.065147,-0.9432616,-0.04798615,-1.01159,5
0.0545685,-0.1837339,0.5845641,0.9593757,-0.09558402,0.4781552,-0.4262892,-1.972567,-0.5460739,5
1.454524,-0.06769874,0.8745935,1.168843,-0.4600325,1.165579,0.5366643,-0.6503284,-0.770874,5
0.3050364,-0.7628865,0.7950996,1.016869,-1.026537,1.23263,-0.6040665,-1.103109,-0.6801749,5
0.8246131,0.2669621,0.7489555,1.589526,-0.6946238,1.107866,-1.138109,-0.4236082,-0.7756584,5
0.9114025,0.004450622,0.1457231,0.7878975,1.117502,1.286288,3.72748,-0.008094052,-0.6309186,5
0.5823461,1.045006,1.182595,1.143279,0.5440229,1.366976,-1.686178,-49.38996,-1.678257,5
0.9237803,0.4198879,0.4641955,0.9450146,-0.7395369,1.396327,-49.80375,-0.6225341,-0.7560999,5
0.1979335,-0.2447856,0.3709825,0.6638346,-0.2930982,0.995344,-0.9737197,-2.565926,-0.9024123,5
0.04069584,-0.2882952,0.5263833,0.1783228,0.2410983,1.014005,-1.017326,0.3956352,-0.9860629,5
1.169032,0.05402152,0.8385195,1.924224,0.1679765,1.150233,-1.694859,0.2771475,-1.200037,5
0.4625076,0.001791165,0.6450004,0.7395861,0.2718312,1.271604,-2.29969,0.4284604,-1.229043,5
0.5416058,0.3122128,0.5381293,0.9923561,0.7268059,1.180265,-1.847427,-0.3745064,-0.8787291,5
1.146522,-0.3773189,0.8865278,1.313681,-0.4725676,1.341221,-4.048794,-3.787853,-1.271007,5
0.1794793,0.9278649,1.409644,1.453801,-1.022743,0.9934821,-0.3495827,0.2481583,-0.7882709,5
1.157548,0.05480263,0.654923,1.799374,0.6632846,1.242069,-2.054597,-0.2781108,-1.01953,5
1.143417,0.7824652,1.04835,1.130512,0.1109774,1.108599,25.36339,0.234672,93.27065,5
0.3719746,-0.1621535,0.3200255,0.3471591,1.081888,1.256369,6.794754,-0.0611105,-0.6598923,5
1.326922,-0.05919035,0.266725,1.178679,-1.233635,1.170618,0.2096935,-0.2240169,-0.1308117,5
0.6798409,0.7092342,0.7451363,1.329023,0.2757709,1.113522,-1.97939,3.383589,-1.200226,5
0.1072275,0.3991671,1.034261,0.1783687,-0.6361457,1.085838,-0.8326626,-0.07395537,-0.9736099,5
1.160728,0.1826486,0.5415561,1.715955,-0.5597557,1.225802,-2.285349,-0.9542343,-0.8990758,5
0.0506186,0.2484013,1.158564,1.153448,-1.368195,1.158245,-0.01678533,0.04677445,-0.01937465,5
1.659435,0.813485,0.822435,1.319803,0.4377293,1.132078,1.906016,0.9887942,-2.202894,5
0.231142,0.669657,1.274134,1.951615,1.505798,1.37908,-0.3666203,0.08435867,-0.3669522,5
0.9734667,0.2445644,0.4046577,0.631443,0.9376408,1.154128,1.482554,-0.4486061,-0.5822581,5
0.939352,0.05197148,0.1483737,1.04415,-0.2888393,1.282975,-8.788526,-2.43074,-1.017791,5
0.1189857,1.247432,1.359483,1.998824,-1.063105,1.022953,-0.3089887,0.04619425,-0.568945,5
1.001796,-0.2061775,0.2165808,0.8499904,-0.3914337,0.4105845,0.2040761,-0.2781114,-0.136217,5
0.5802087,-0.0926231,0.718605,1.234773,-0.1511097,1.16171,-1.435979,-3.603352,-1.152645,5
1.061904,-0.07698587,0.2314508,0.7957491,1.034546,1.049086,0.8291361,0.03447913,-0.3783871,5
0.8951276,-0.6036713,0.5115517,1.41152,0.3014872,1.073197,-2.333199,0.2196028,-1.190159,5
0.06329989,-0.6536436,0.7188445,1.948075,0.1709222,1.157237,-1.277956,6.204538,-1.563878,5
0.02711789,-0.2319055,0.2409979,0.08068635,-0.02851014,1.375325,-1.610884,13.43622,-1.281928,5
0.1642458,-0.3600284,0.5774077,1.737836,-0.2373319,1.310909,-1.257207,-6.95165,-1.481847,5
1.040903,0.4875066,0.9051927,1.374302,0.294798,1.290877,-3.519368,2.188931,-1.33206,5
0.1175871,-0.3938805,0.5661252,1.379133,-0.5259824,1.134312,-0.9198978,-2.558029,-1.148788,5
0.3523595,0.8627918,0.8089309,0.9290115,-0.06361465,0.9634929,-1.233841,0.552909,-1.353766,5
0.3640278,0.08463457,1.157715,0.6845245,-0.9233781,1.395852,-1.033001,-0.4686385,-0.9499526,5
0.367,0.6406273,1.078967,1.60715,0.03260127,1.248041,-1.282487,-0.7229177,-1.455419,5
0.1751305,0.4782473,0.4615116,0.8192697,0.3028025,0.9104584,-1.044921,-0.3211394,-0.8776645,5
1.829355,0.2287894,0.4914409,0.8213017,0.8258933,1.347668,0.780486,-1.210975,-0.9025536,5
1.977944,0.4767478,0.5674187,1.941219,0.772731,1.353993,67.1789,-1.638095,-0.9947812,5
1.797417,-0.01049246,0.4143224,1.721668,-1.363084,1.24501,0.09003308,-0.07566701,-0.05673623,5
0.983142,0.1331479,0.8349313,1.424487,-0.6257787,0.9259813,-0.608568,-0.1138951,-0.5541768,5
1.2868,-0.1895642,0.19605,1.188547,0.1863633,1.226699,10.77735,0.8800851,-1.125505,5
0.960743,0.0996536,0.5292141,1.956459,-0.2823732,0.7723314,-0.8947261,-0.5888712,-0.6977367,5
0.5344982,-0.469614,1.113212,1.217021,-0.1916937,1.311653,-1.383437,25.66493,-1.423112,5
1.498845,-0.0850089,0.3785238,1.349839,-0.2497509,1.024596,4.770736,-2.801111,-0.8645469,5
1.649706,-0.07312604,0.3391083,1.792985,-0.9390316,0.953406,-1.067455,-0.244621,-0.2058668,5
0.4707777,-0.1355547,0.6905727,1.99705,1.513379,1.340073,-0.3728218,0.1853793,-0.2502808,5
0.3258255,-0.6446292,0.7167885,0.5632945,-0.2717139,1.025059,-1.483228,4.037984,-1.165547,5
0.065251,0.3988508,0.3651361,0.5790358,-0.5793889,0.953571,-0.6920925,-0.9434191,-0.7053968,5
0.2186903,0.1152301,0.1678369,0.3520136,-0.7136264,0.7173939,-0.5836565,-0.1569475,-0.1588583,5
0.5640321,-0.06174078,0.4196144,0.7199679,-0.1841612,0.6809636,-1.518368,-1.050864,-0.6291298,5
1.674835,-0.2054317,0.1888702,1.703003,-0.2963515,0.4415381,-11.05761,-1.111731,-0.3047527,5
0.433578,0.5928484,1.097556,1.68078,-0.7799132,1.024519,-0.6283385,-0.02413393,-0.9394349,5
0.3130511,0.3679534,0.5683008,0.9647687,0.7396159,1.391797,-1.603932,-0.2941467,-1.142517,5
0.006564942,0.1089364,0.2125808,0.3295297,-0.8709211,1.222421,-0.7912126,-1.872174,-1.080372,5
0.1058539,0.3986249,0.6605012,0.592066,-0.6384284,1.410832,-1.175084,-1.396243,-1.116557,5
0.5290506,-0.2671784,0.5264609,1.500749,0.2664588,1.233126,-1.442413,0.5559342,-1.200303,5
0.1399212,0.3773675,0.6586888,0.5958253,-0.4116768,0.6622736,-0.4959986,-0.1401499,-0.6508888,5
0.4357174,0.2084925,0.1801077,1.783635,-0.2418742,1.079315,-1.163107,-1.819588,-0.9385519,5
0.7872652,-0.8207029,0.8106724,1.796955,-0.7898645,1.07779,-0.7543861,-1.512439,-0.7757128,5
0.02875554,-0.2208117,1.257983,0.8111114,-0.8787718,1.015919,-0.4294256,-0.8539058,-0.6020719,5
0.5057707,-0.7614603,0.7884041,1.684624,-0.497002,0.8982732,-0.7032061,-1.949298,-0.8485827,5
1.338121,0.3688903,0.9753376,1.99531,0.1592313,1.154083,-1.744461,0.4805346,-1.313592,5
0.7283802,0.3293293,0.4512492,1.34996,0.3059821,0.8579123,-1.562349,-0.6662566,-0.7860594,5
0.1568549,-0.1006243,0.2359373,1.108137,-0.4677733,1.082716,-0.8875237,-2.11964,-0.9913686,5
0.4400443,0.494108,0.5274012,1.909408,0.5304838,0.924171,-0.9388326,-0.4095713,-0.7767615,5
0.9580305,-0.4134499,0.9124305,0.7089864,-1.132703,1.394119,-0.3297423,-0.4394069,-0.3436907,5
0.8227322,0.3725805,0.9641683,1.65526,-1.272207,1.114874,-0.2275377,0.3761928,-0.1437247,5
0.02100888,0.4785965,1.106719,1.522367,0.09961211,0.9388721,-0.9711967,7.124842,-1.214409,5
0.2551835,-0.2876359,0.9229036,1.480009,-1.221698,1.393348,-0.5242972,-0.8607555,-0.6507323,5
0.3614902,1.507288,1.388361,1.339667,0.6223061,1.043208,-0.7462731,-2.007196,-2.08468,5
0.3239504,-0.3093276,0.5269927,1.618067,0.4909414,1.325627,-1.276003,0.1672515,-1.215123,5
0.570427,0.7360501,1.012777,1.422177,0.1263816,1.133437,-1.261771,0.8958896,-1.463645,5
0.3538205,0.124902,0.4442593,1.379536,-0.4574851,1.136487,-1.02505,-1.356223,-0.9151577,5
0.5728329,0.6681059,0.8136748,1.783144,-0.9082904,1.182995,-1.014841,-0.1556083,-0.7989696,5
0.3064553,-0.3303131,1.190643,1.264429,0.3701968,1.306063,-1.220244,-0.09106266,-1.342201,5
0.7083486,0.9815516,1.135265,1.93244,1.316275,1.398575,-0.7262503,-0.3269497,-0.6442484,5
0.004546348,-1.308132,1.369963,0.7518753,-1.2147,1.091479,-0.1358311,-0.2720781,-0.19845,5
0.2945985,-0.4093913,0.9408934,0.9566642,-0.7691166,1.111926,-0.6055561,-0.7946997,-0.6900176,5
0.3561407,-0.0143993,0.04375414,1.773771,1.300281,1.114212,-0.303452,0.244305,-0.159042,5
0.2046127,0.5994834,1.071691,1.176802,-1.196428,1.332517,-0.6234346,-0.2850908,-0.6493811,5
1.306891,-0.3249869,0.7962421,1.945508,-0.9201868,1.116253,-0.5756251,-0.4149368,-0.4901942,5
0.6410745,-0.005090095,1.304337,1.789595,-1.362952,1.39372,-0.3804566,-0.0362417,-0.4384563,5
1.257308,-0.5645692,0.6683391,1.891309,-0.7873837,0.8660089,-0.3525334,-0.399739,-0.3286713,5
1.305885,-0.3918931,0.7677884,1.541223,-0.3396097,1.17541,-3.343797,-53.75164,-1.197654,5
1.309799,0.6292554,1.020623,1.202635,-0.3074314,1.375022,8.747478,0.009997027,-1.33241,5
0.8643577,-0.6034104,0.7417232,1.534066,-0.5786728,1.336143,-1.643736,-3.622716,-1.170483,5
1.373322,0.3480643,0.3032808,0.1623352,-0.1597481,1.171903,0.2805314,0.351471,0.1353687,5
0.4676946,0.6535225,1.183535,1.387145,-1.048973,1.256994,-0.7754912,0.03967398,-0.917968,5
0.8886892,-0.2284823,0.2470044,1.836682,0.7678162,1.180608,-1.488696,-0.08547397,-0.8769624,5
0.0008222017,1.334318,1.379085,1.940674,0.6455363,0.8585138,-0.9191228,1.147817,-1.013773,5
0.1010047,1.265689,1.09054,1.464792,0.5196121,0.5240095,-0.1716361,-0.07739955,-0.7322868,5
0.2967697,0.6436108,1.197025,1.655315,-0.2084773,1.302873,-1.248943,-1.017703,-1.486532,5
1.229563,-0.1362934,0.2511831,0.7847019,0.6632182,1.376044,1.394871,0.0266621,-1.105685,5
0.237541,0.2916323,0.2794027,1.67041,0.6174881,0.970994,-0.8564697,-0.144317,-0.7339864,5
0.1658406,0.723728,0.8625941,0.8893648,1.272207,1.088193,-0.2042509,0.1511269,-0.1403972,5
0.07010778,0.6558137,0.7111028,1.50955,-0.507803,0.9354074,-0.6897456,-1.235073,-0.8560018,5
0.1837832,1.296796,1.399353,1.636083,1.287406,1.306267,-0.4734921,-0.1652889,-0.6663483,5
0.05087515,-0.03460082,0.6100012,1.275187,-0.9355419,0.909432,-0.2039456,-0.3823668,-0.2826081,5
0.05122598,-0.7365445,0.778787,0.5568922,0.9002894,1.071308,-0.7119251,0.105213,-0.6995274,5
0.2526365,0.6813346,1.254444,1.944656,0.05677117,0.9118189,-0.7322318,1.213026,-1.339762,5
1.292772,0.1635367,1.335468,1.664873,-1.017081,1.383494,-0.2600616,0.01917707,-0.4558155,5
0.4919393,-0.2284945,0.3387392,1.098447,-0.02110276,1.350919,-1.836783,7.504215,-1.274143,5
1.85365,0.3761403,0.386883,1.42728,0.9942439,1.096494,2.228935,-0.5956979,-0.4502616,5
0.390885,-0.2396973,0.4398117,0.6966775,-0.4742239,0.9578209,-1.085216,-1.358526,-0.7361992,5
0.5967103,-0.5884652,1.004111,1.116564,-1.236245,1.292146,-0.2619217,-0.2581717,-0.3369151,5
0.09688072,0.5303559,0.7458748,0.2903141,-0.8865073,1.066718,-0.8103401,-0.1202234,-0.6316661,5
1.23255,0.5598947,0.7866811,0.9687895,-0.6975539,1.35238,3.394145,-0.07934548,-0.5894623,5
0.2270297,-0.3065479,0.3762281,1.633311,-0.504856,1.281259,-1.103899,-3.041867,-1.250914,5
1.2139,0.3504014,0.9646235,1.565506,-0.3147659,1.008171,-1.128431,-0.146864,-1.173018,5
1.168065,0.2268693,0.7484649,1.774234,0.4027691,1.262137,-2.471106,-0.3125589,-1.188236,5
1.552201,0.573897,0.883918,1.247623,-0.2704004,1.360152,3.930591,-0.002300886,-1.135969,5
1.172071,-0.5881382,0.5081569,1.953382,0.3328809,1.044129,-2.0471,0.1560046,-1.136389,5
0.4418429,1.08244,1.226567,1.950373,0.3125488,0.9756936,-0.6862488,-3.503233,-1.678143,5
0.3431334,0.08852246,1.026787,0.9879515,0.1711655,1.234469,-1.285833,0.455699,-1.329828,5
0.3376589,-0.1615414,0.7071813,1.98979,-0.4264621,1.188012,-0.9854943,-2.224211,-1.093314,5
1.92968,0.08915252,0.1197859,1.203199,1.071161,1.392357,1.494447,-0.03845823,-0.7738712,5
1.49229,-0.04796177,0.5474929,1.116727,-1.55003,1.399609,-0.4552899,0.01369207,0.07627212,5
1.484886,0.1099829,0.3745979,1.246289,-1.184106,1.36297,1.884505,-0.5342432,-0.3468975,5
1.539231,-0.45437,0.5887266,1.105645,-0.7584797,0.8256503,-0.2312332,-0.1904386,-0.1314336,5
0.1576437,-0.0699062,0.3394868,1.574526,-0.2301679,1.304927,-1.233462,-5.758715,-1.402225,5
0.9528436,0.6499007,0.8754934,1.299442,-0.3143213,0.9950335,-1.86734,0.1197787,-1.350052,5
0.6726372,0.6579254,0.9032052,0.7878874,0.2904857,1.29101,-5.962187,1.206789,-1.409254,5
0.005852324,-0.6479904,0.9330081,1.653026,-0.8831866,0.9791079,-0.4604762,-1.02594,-0.6692695,5
0.07179172,0.1725399,0.765527,0.8382794,-0.6931493,1.148501,-0.7659733,-1.442511,-0.934645,5
1.349148,0.4650556,1.224452,1.749431,-0.2689305,1.220587,-1.093271,-0.1712262,-1.769163,5
1.164807,0.1349717,0.5403566,1.952959,-1.391108,1.289083,-0.4820086,-0.06608409,-0.1731899,5
0.1453235,-0.2297666,0.7112938,1.476312,-0.6947517,1.37429,-1.036596,-2.483135,-1.269214,5
0.01402836,1.187859,1.291298,1.502844,0.9859799,1.065234,-0.5855172,0.06575959,-0.5942686,5
1.858937,-0.1466618,0.4147441,0.9587156,-1.145934,1.364743,-0.009555611,-0.8619121,-0.332089,5
0.146449,0.8477803,1.323684,0.2887986,-0.777579,1.304858,-0.9467065,0.1547587,-1.611252,5
1.433412,-0.1870521,0.1840529,1.605424,0.06723078,0.5694072,-3.92143,0.3175794,-0.5791468,5
